French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
une puce,блоха; чип,La <b>puce</b> électronique.,Электронный <b>чип</b>.,🔌,f
un conseiller,советник,Le <b>conseiller</b> municipal.,<b>Советник</b> мэрии.,👔,m
un carreau,плитка; стекло (окна),Le <b>carreau</b> est cassé.,<b>Стекло</b> разбито.,🪟,m
"régulier, régulière",регулярный,C'est un client <b>régulier</b>.,Это <b>постоянный</b> клиент.,📆,adj
une proposition,предложение,J'ai une <b>proposition</b>.,У меня есть <b>предложение</b>.,💡,f
destiner,предназначать,Ce cadeau t'est <b>destiné</b>.,Этот подарок <b>предназначен</b> тебе.,🎁,v
protester,протестовать,Ils <b>protestent</b> dans la rue.,Они <b>протестуют</b> на улице.,📢,v
"confus, confuse",смущённый; запутанный,Je suis <b>confus</b>.,Я <b>смущён</b>.,😳,adj
un diamant,алмаз,Une bague avec un <b>diamant</b>.,Кольцо с <b>бриллиантом</b>.,💎,m
heurter,ударять; задевать,Il a <b>heurté</b> la table.,Он <b>ударился</b> о стол.,💥,v
torturer,пытать,Ils l'ont <b>torturé</b>.,Его <b>пытали</b>.,😣,v
une magie,магия,C'est de la <b>magie</b>.,Это <b>магия</b>.,🪄,f
une faiblesse,слабость,C'est ma <b>faiblesse</b>.,Это моя <b>слабость</b>.,💔,f
sucer,сосать,<b>Suce</b> le bonbon.,<b>Соси</b> конфету.,🍭,v
une façade,фасад,La <b>façade</b> de l'immeuble.,<b>Фасад</b> здания.,🏢,f
une photographie,фотография,J'adore la <b>photographie</b>.,Я обожаю <b>фотографию</b>.,📷,f
un caillou,камешек,Il a jeté un <b>caillou</b>.,Он бросил <b>камешек</b>.,🪨,m
une lire,лира (валюта),La <b>lire</b> italienne.,Итальянская <b>лира</b>.,💰,f
envier,завидовать,Je t'<b>envie</b>.,Я тебе <b>завидую</b>.,😒,v
situer,располагать,Où est <b>situé</b> le musée ?,Где <b>расположен</b> музей?,📍,v
manifester,проявлять; демонстрировать,Ils <b>manifestent</b> dans la rue.,Они <b>протестуют</b> на улице.,📢,v
éliminer,устранять,<b>Élimine</b> ce problème.,<b>Устрани</b> эту проблему.,❌,v
un suivant,следующий (субст.),Au <b>suivant</b> !,<b>Следующий</b>!,➡️,m
un asile,приют; убежище,Un <b>asile</b> pour réfugiés.,<b>Приют</b> для беженцев.,🏠,m
citer,цитировать,Je vais te <b>citer</b> un exemple.,Я тебе <b>приведу</b> пример.,📝,v
évanouir,терять сознание,Elle s'est <b>évanouie</b>.,Она <b>потеряла сознание</b>.,😵,v
un chinois,китаец,Mon ami est <b>chinois</b>.,Мой друг — <b>китаец</b>.,🇨🇳,m
un document,документ,Signe ce <b>document</b>.,Подпиши этот <b>документ</b>.,📄,m
"fichu, fichue",пропащий (разг.),C'est <b>fichu</b>.,Всё <b>пропало</b>.,😔,adj
un personnel,персонал,Le <b>personnel</b> de l'hôtel.,<b>Персонал</b> отеля.,👥,m
un mouton,баран; овца,Le <b>mouton</b> broute.,<b>Овца</b> пасётся.,🐑,m
raccompagner,провожать,Je vais te <b>raccompagner</b>.,Я тебя <b>провожу</b>.,🚶,v
un élan,порыв; лось,Un <b>élan</b> de générosité.,<b>Порыв</b> щедрости.,💕,m
un foie,печень,J'ai mal au <b>foie</b>.,У меня болит <b>печень</b>.,🩺,m
une formule,формула,La <b>formule</b> magique.,<b>Магическая</b> формула.,🔮,f
une casquette,кепка,Mets ta <b>casquette</b>.,Надень <b>кепку</b>.,🧢,f
une plaisanterie,шутка,C'est une <b>plaisanterie</b>.,Это <b>шутка</b>.,😄,f
un canal,канал,Le <b>canal</b> de Lachine.,Канал <b>Лашин</b>.,🚢,m
un rock,рок (музыка),J'aime le <b>rock</b>.,Я люблю <b>рок</b>.,🎸,m
un arabe,араб; арабский,J'apprends l'<b>arabe</b>.,Я учу <b>арабский</b>.,🇸🇦,m
une ambulance,скорая помощь,Appelez une <b>ambulance</b> !,Вызовите <b>скорую</b>!,🚑,f
une alliance,союз; обручальное кольцо,Notre <b>alliance</b> est solide.,Наш <b>союз</b> крепок.,💍,f
un plomb,свинец; предохранитель,Les <b>plombs</b> ont sauté.,<b>Пробки</b> выбило.,⚡,m
voter,голосовать,Je vais <b>voter</b>.,Я пойду <b>голосовать</b>.,🗳️,v
une échelle,лестница; масштаб,Monte sur l'<b>échelle</b>.,Поднимись по <b>лестнице</b>.,🪜,f
"mouillé, mouillée",мокрый,Je suis tout <b>mouillé</b>.,Я весь <b>мокрый</b>.,💧,adj
cuire,готовить; печь,<b>Cuis</b> le poulet.,<b>Приготовь</b> курицу.,🍳,v
un dépit,досада,En <b>dépit</b> de tout.,<b>Несмотря</b> на всё.,😤,m
délivrer,освобождать; выдавать,<b>Délivre</b>-le !,<b>Освободи</b> его!,🔓,v
une matinée,утро (всё утро),Bonne <b>matinée</b> !,Хорошего <b>утра</b>!,🌅,f
une copie,копия,Fais une <b>copie</b>.,Сделай <b>копию</b>.,📋,f
un traître,предатель,C'est un <b>traître</b>.,Он <b>предатель</b>.,🗡️,m
une section,секция; отдел,La <b>section</b> des jouets.,<b>Отдел</b> игрушек.,🧸,f
un congé,отпуск; выходной,Je suis en <b>congé</b>.,Я в <b>отпуске</b>.,🏖️,m
une enveloppe,конверт,Mets la lettre dans l'<b>enveloppe</b>.,Положи письмо в <b>конверт</b>.,✉️,f
un transport,транспорт,Le <b>transport</b> en commun.,Общественный <b>транспорт</b>.,🚌,m
"quotidien, quotidienne",ежедневный,C'est ma routine <b>quotidienne</b>.,Это мой <b>ежедневный</b> распорядок.,📅,adj
un espion,шпион,C'est un <b>espion</b>.,Он <b>шпион</b>.,🕵️,m
adopter,усыновлять; принимать,Ils ont <b>adopté</b> un enfant.,Они <b>усыновили</b> ребёнка.,👶,v
une profondeur,глубина,La <b>profondeur</b> de l'eau.,<b>Глубина</b> воды.,🌊,f
une piscine,бассейн,Je nage dans la <b>piscine</b>.,Я плаваю в <b>бассейне</b>.,🏊,f
bâtir,строить,<b>Bâtir</b> une maison.,<b>Построить</b> дом.,🏗️,v
une cabane,хижина,Une <b>cabane</b> dans les bois.,<b>Хижина</b> в лесу.,🏚️,f
une agence,агентство,L'<b>agence</b> de voyage.,Туристическое <b>агентство</b>.,🏢,f
un pari,пари,C'est un <b>pari</b>.,Это <b>пари</b>.,🎰,m
un moine,монах,Le <b>moine</b> prie.,<b>Монах</b> молится.,🙏,m
"endormi, endormie",спящий,Il est <b>endormi</b>.,Он <b>спит</b>.,😴,adj
"enculé, enculée",задница (груб.),Quel <b>enculé</b> ! (vulgaire),Какой <b>засранец</b>! (груб.),🤬,adj
une excellence,превосходительство,Votre <b>Excellence</b>.,Ваше <b>превосходительство</b>.,👑,f
un suspect,подозреваемый,Le <b>suspect</b> a été arrêté.,<b>Подозреваемый</b> был арестован.,👮,m
un casque,шлем; наушники,Mets ton <b>casque</b>.,Надень <b>шлем</b>.,⛑️,m
compliquer,усложнять,Ne <b>complique</b> pas les choses.,Не <b>усложняй</b>.,🤯,v
une satisfaction,удовлетворение,Quelle <b>satisfaction</b> !,Какое <b>удовлетворение</b>!,😊,f
une annonce,объявление,J'ai lu une <b>annonce</b>.,Я прочитал <b>объявление</b>.,📢,f
un mandat,мандат; ордер,Le <b>mandat</b> d'arrêt.,Ордер на <b>арест</b>.,📜,m
un incendie,пожар,Il y a un <b>incendie</b>.,Там <b>пожар</b>.,🔥,m
un ticket,билет; чек,J'ai perdu mon <b>ticket</b>.,Я потерял <b>билет</b>.,🎫,m
une flotte,флот,La <b>flotte</b> navigue.,<b>Флот</b> плывёт.,⛵,f
"absent, absente",отсутствующий,Il est <b>absent</b>.,Он <b>отсутствует</b>.,❌,adj
un four,духовка; печь,Mets ça au <b>four</b>.,Поставь это в <b>духовку</b>.,🔥,m
un outil,инструмент,J'ai besoin d'un <b>outil</b>.,Мне нужен <b>инструмент</b>.,🔧,m
geler,замерзать,L'eau a <b>gelé</b>.,Вода <b>замёрзла</b>.,❄️,v
un salaire,зарплата,Mon <b>salaire</b> est bon.,У меня хорошая <b>зарплата</b>.,💰,m
"préféré, préférée",любимый,C'est mon film <b>préféré</b>.,Это мой <b>любимый</b> фильм.,❤️,adj
"tendu, tendue",напряжённый,L'atmosphère est <b>tendue</b>.,Атмосфера <b>напряжённая</b>.,😬,adj
percevoir,воспринимать; получать,Je <b>perçois</b> du bruit.,Я <b>слышу</b> шум.,👂,v
développer,развивать,<b>Développe</b> ton idée.,<b>Развей</b> свою идею.,📈,v
aborder,подходить; затрагивать,J'ai <b>abordé</b> le sujet.,Я <b>затронул</b> тему.,💬,v
"brûlant, brûlante",жгучий; горячий,Le café est <b>brûlant</b>.,Кофе <b>горячий</b>.,☕,adj
jaillir,бить ключом; вырываться,L'eau <b>jaillit</b> de la source.,Вода <b>бьёт</b> из источника.,💦,v
une brique,кирпич,Une maison en <b>briques</b>.,Дом из <b>кирпича</b>.,🧱,f
un mouchoir,платок,Prends un <b>mouchoir</b>.,Возьми <b>платок</b>.,🤧,m
un éclair,молния; эклер,J'ai vu un <b>éclair</b>.,Я видел <b>молнию</b>.,⚡,m
un plus,плюс; преимущество,C'est un <b>plus</b>.,Это <b>плюс</b>.,➕,m
un chanteur,певец,C'est un grand <b>chanteur</b>.,Это великий <b>певец</b>.,🎤,m
une conférence,конференция; лекция,J'assiste à une <b>conférence</b>.,Я присутствую на <b>конференции</b>.,🎤,f
distraire,отвлекать; развлекать,Ne me <b>distrais</b> pas.,Не <b>отвлекай</b> меня.,🎮,v
découper,вырезать; резать,<b>Découpe</b> le papier.,<b>Вырежи</b> из бумаги.,✂️,v
sincère,искренний,C'est une amitié <b>sincère</b>.,Это <b>искренняя</b> дружба.,❤️,adj
déclencher,запускать; провоцировать,Ça a <b>déclenché</b> une crise.,Это <b>спровоцировало</b> кризис.,⚡,v
mardi,вторник,On se voit <b>mardi</b>.,Увидимся во <b>вторник</b>.,📅,m
un carnet,блокнот,Note ça dans ton <b>carnet</b>.,Запиши это в <b>блокнот</b>.,📓,m
émouvoir,трогать; волновать,Ce film m'a <b>ému</b>.,Этот фильм меня <b>тронул</b>.,😢,v
un bol,чашка; миска,Un <b>bol</b> de soupe.,<b>Миска</b> супа.,🥣,m
un brouillard,туман,Il y a du <b>brouillard</b>.,Там <b>туман</b>.,🌫️,m
un t,буква Т,Le mot finit par un <b>t</b>.,Слово заканчивается на <b>т</b>.,🔤,m
décoller,отклеивать; взлетать,L'avion <b>décolle</b>.,Самолёт <b>взлетает</b>.,✈️,v
"connu, connue",известный,C'est un chanteur <b>connu</b>.,Это <b>известный</b> певец.,⭐,adj
une déclaration,заявление,J'ai fait une <b>déclaration</b>.,Я сделал <b>заявление</b>.,📝,f
une précaution,предосторожность,Prends des <b>précautions</b>.,Прими <b>меры предосторожности</b>.,⚠️,f
un couvent,монастырь,Elle vit dans un <b>couvent</b>.,Она живёт в <b>монастыре</b>.,⛪,m
un futur,будущее; жених,Mon <b>futur</b> mari.,Мой <b>будущий</b> муж.,💍,m
un renseignement,справка; информация,J'ai besoin d'un <b>renseignement</b>.,Мне нужна <b>информация</b>.,ℹ️,m
une dette,долг,J'ai une <b>dette</b>.,У меня <b>долг</b>.,💸,f
une crème,крем,La <b>crème</b> glacée.,<b>Мороженое</b>.,🍦,f
un serveur,официант; сервер,Le <b>serveur</b> arrive.,<b>Официант</b> идёт.,🍽️,m
une tente,палатка,On dort sous la <b>tente</b>.,Мы спим в <b>палатке</b>.,⛺,f
un bouquet,букет,Un <b>bouquet</b> de fleurs.,<b>Букет</b> цветов.,💐,m
une collection,коллекция,J'ai une <b>collection</b> de timbres.,У меня <b>коллекция</b> марок.,🎨,f
un vert,зелёный (субст.),Le <b>vert</b> est ma couleur préférée.,<b>Зелёный</b> — мой любимый цвет.,💚,m
"un gouverneur, une gouverneure",губернатор,Le <b>gouverneur</b> du Québec.,<b>Губернатор</b> Квебека.,🏛️,m/f
un puits,колодец,Le <b>puits</b> est profond.,<b>Колодец</b> глубокий.,💧,m
rembourser,возмещать,Je vais te <b>rembourser</b>.,Я тебе <b>верну</b> деньги.,💰,v
