French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
un accomplissement,свершение,Un grand <b>accomplissement</b>.,Большое <b>свершение</b>.,🏆,m
un cordonnier,сапожник,Le <b>cordonnier</b> répare.,<b>Сапожник</b> чинит.,👞,m
un interrupteur,выключатель,Appuyer sur l'<b>interrupteur</b>.,Нажать на <b>выключатель</b>.,💡,m
une entité,сущность,Une <b>entité</b> juridique.,Юридическая <b>сущность</b>.,📋,f
débiner,хаять,<b>Débiner</b> quelqu'un.,<b>Хаять</b> кого-то.,🗣️,v
une pie,сорока,Une <b>pie</b> bavarde.,Болтливая <b>сорока</b>.,🐦,f
agréer,одобрять,<b>Agréer</b> une demande.,<b>Одобрить</b> заявку.,✅,v
congédier,увольнять,<b>Congédier</b> un employé.,<b>Уволить</b> работника.,👋,v
diplômer,выдавать диплом,<b>Diplômer</b> des étudiants.,<b>Вручить диплом</b> студентам.,🎓,v
une phalange,фаланга,Les <b>phalanges</b> des doigts.,<b>Фаланги</b> пальцев.,✋,f
une tuberculose,туберкулёз,Souffrir de <b>tuberculose</b>.,Болеть <b>туберкулёзом</b>.,🏥,f
une trempe,закалка,Une <b>trempe</b> d'acier.,<b>Закалка</b> стали.,🔥,f
caractéristique,характерный,Un trait <b>caractéristique</b>.,<b>Характерная</b> черта.,📌,adj
rajuster,поправлять,<b>Rajuster</b> sa cravate.,<b>Поправить</b> галстук.,👔,v
détaler,удирать,Le lapin <b>détale</b>.,Кролик <b>удирает</b>.,🐇,v
borgne,одноглазый,Un homme <b>borgne</b>.,<b>Одноглазый</b> человек.,👁️,adj
certifier,удостоверять,<b>Certifier</b> un document.,<b>Удостоверить</b> документ.,📜,v
"dormant, dormante",спящий,L'eau <b>dormante</b>.,<b>Стоячая</b> вода.,💧,adj
imperturbable,невозмутимый,Rester <b>imperturbable</b>.,Оставаться <b>невозмутимым</b>.,😐,adj
myope,близорукий,Être <b>myope</b>.,Быть <b>близоруким</b>.,👓,adj
orge,ячмень,Un champ d'<b>orge</b>.,Ячменное поле.,🌾,m/f
un tic-tac,тиканье,Le <b>tic-tac</b> de l'horloge.,<b>Тиканье</b> часов.,⏰,m
un bambin,малыш,Un adorable <b>bambin</b>.,Милый <b>малыш</b>.,👶,m
un chandelier,подсвечник,Un <b>chandelier</b> en argent.,Серебряный <b>подсвечник</b>.,🕯️,m
un rosier,розовый куст,Un <b>rosier</b> en fleurs.,Цветущий <b>розовый куст</b>.,🌹,m
courtiser,ухаживать,<b>Courtiser</b> une femme.,<b>Ухаживать</b> за женщиной.,💕,v
un brouillon,черновик,Écrire un <b>brouillon</b>.,Писать <b>черновик</b>.,📝,m
une pénétration,проникновение,Une <b>pénétration</b> du marché.,<b>Проникновение</b> на рынок.,📈,f
une benne,контейнер,Une <b>benne</b> à ordures.,Мусорный <b>контейнер</b>.,🗑️,f
une luxure,похоть,Le péché de <b>luxure</b>.,Грех <b>похоти</b>.,😈,f
une remonte,подъём,La <b>remonte</b> mécanique.,Подъёмник.,🎿,f
"enfoui, enfouie",закопанный,Un trésor <b>enfoui</b>.,<b>Закопанный</b> клад.,💎,adj
"terreux, terreuse",землистый,Un teint <b>terreux</b>.,<b>Землистый</b> цвет лица.,😷,adj
un affolement,переполох,Un <b>affolement</b> général.,Общий <b>переполох</b>.,😱,m
une tirailleuse,стрелок (ж.),La <b>tirailleuse</b> vise.,<b>Стрелок</b> целится.,🎯,f
un pelage,мех,Le <b>pelage</b> du chat.,<b>Мех</b> кота.,🐱,m
un tirailleur,стрелок,Un <b>tirailleur</b> sénégalais.,Сенегальский <b>стрелок</b>.,🎖️,m
une extension,расширение,Une <b>extension</b> de fichier.,<b>Расширение</b> файла.,📁,f
un beaux-arts,изобразительные искусства,L'école des <b>Beaux-Arts</b>.,Школа <b>изящных искусств</b>.,🎨,m
un clébard,пёс (разг.),Un vieux <b>clébard</b>.,Старый <b>пёс</b>.,🐕,m
un speed,скорость (сленг),Être en plein <b>speed</b>.,Быть на <b>скорости</b>.,⚡,m
occulte,оккультный,Des sciences <b>occultes</b>.,<b>Оккультные</b> науки.,🔮,adj
un gradin,ступенька трибуны,Assis sur les <b>gradins</b>.,Сидя на <b>ступеньках</b>.,🏟️,m
un sud-ouest,юго-запад,Le vent du <b>sud-ouest</b>.,<b>Юго-западный</b> ветер.,🧭,m
un acompte,задаток,Verser un <b>acompte</b>.,Внести <b>задаток</b>.,💰,m
un balancement,покачивание,Le <b>balancement</b> du bateau.,<b>Покачивание</b> лодки.,🚢,m
un bobard,небылица,Raconter des <b>bobards</b>.,Рассказывать <b>небылицы</b>.,🤥,m
un cake,кекс,Un <b>cake</b> aux fruits.,Фруктовый <b>кекс</b>.,🍰,m
une subtilité,тонкость,Les <b>subtilités</b> de la langue.,<b>Тонкости</b> языка.,🎯,f
effilocher,распускать,<b>Effilocher</b> un tissu.,<b>Распускать</b> ткань.,🧵,v
gracier,помиловать,<b>Gracier</b> un condamné.,<b>Помиловать</b> осуждённого.,⚖️,v
hebdomadaire,еженедельный,Un magazine <b>hebdomadaire</b>.,<b>Еженедельный</b> журнал.,📰,adj
une chancelière,канцлер (ж.),La <b>chancelière</b> allemande.,Немецкий <b>канцлер</b>.,🇩🇪,f
une décadence,упадок,La <b>décadence</b> d'un empire.,<b>Упадок</b> империи.,📉,f
un chancelier,канцлер,Le <b>chancelier</b> autrichien.,Австрийский <b>канцлер</b>.,🏛️,m
un trouillard,трус,Quel <b>trouillard</b> !,Какой <b>трус</b>!,😰,m
"régional, régionale",региональный,Une cuisine <b>régionale</b>.,<b>Региональная</b> кухня.,🍽️,adj
un papet,дедуля,Le vieux <b>papet</b>.,Старый <b>дедуля</b>.,👴,m
un condé,полицейский (арго),Attention aux <b>condés</b>.,"Осторожно, <b>полиция</b>.",👮,m
"fourbu, fourbue",измотанный,Je suis <b>fourbu</b>.,Я <b>измотан</b>.,😩,adj
sadique,садист,Un <b>sadique</b> notoire.,Известный <b>садист</b>.,😈,m/f
un corbillard,катафалк,Le <b>corbillard</b> passe.,<b>Катафалк</b> проезжает.,⚰️,m
un druide,друид,Un <b>druide</b> celtique.,Кельтский <b>друид</b>.,🌳,m
un prévenu,подсудимый,Le <b>prévenu</b> est innocent.,<b>Подсудимый</b> невиновен.,⚖️,m
une charrue,плуг,Tirer la <b>charrue</b>.,Тащить <b>плуг</b>.,🚜,f
une injonction,предписание,Une <b>injonction</b> du tribunal.,<b>Предписание</b> суда.,📜,f
conjuguer,спрягать,<b>Conjuguer</b> un verbe.,<b>Спрягать</b> глагол.,📚,v
une verge,прут,Une <b>verge</b> de bois.,Деревянный <b>прут</b>.,🪵,f
lyrique,лирический,Un poème <b>lyrique</b>.,<b>Лирическое</b> стихотворение.,📝,adj
un effluve,запах,Les <b>effluves</b> du jardin.,<b>Ароматы</b> сада.,🌸,m
"assorti, assortie",подобранный,Des couleurs <b>assorties</b>.,<b>Подобранные</b> цвета.,🎨,adj
bâillonner,затыкать рот,<b>Bâillonner</b> la presse.,<b>Затыкать рот</b> прессе.,🤐,v
chamailler,ссориться,Se <b>chamailler</b> sans cesse.,<b>Ссориться</b> без конца.,😤,v
un cagibi,чуланчик,Ranger dans le <b>cagibi</b>.,Убрать в <b>чуланчик</b>.,🚪,m
un lépreux,прокажённый,Un <b>lépreux</b> au Moyen Âge.,<b>Прокажённый</b> в Средневековье.,😷,m
"obsédant, obsédante",навязчивый,Une idée <b>obsédante</b>.,<b>Навязчивая</b> идея.,🧠,adj
"déployé, déployée",развёрнутый,Des ailes <b>déployées</b>.,<b>Развёрнутые</b> крылья.,🦅,adj
téméraire,безрассудный,Un acte <b>téméraire</b>.,<b>Безрассудный</b> поступок.,⚡,adj
un croque-mort,гробовщик,Le <b>croque-mort</b> arrive.,<b>Гробовщик</b> приехал.,⚰️,m
un demeuré,придурок,Quel <b>demeuré</b> !,Какой <b>придурок</b>!,🤦,m
un dû,должное,Recevoir son <b>dû</b>.,Получить <b>должное</b>.,💰,m
une béatitude,блаженство,Un état de <b>béatitude</b>.,Состояние <b>блаженства</b>.,😇,f
une charcuterie,колбасный магазин,Acheter à la <b>charcuterie</b>.,Купить в <b>колбасном</b>.,🥓,f
"hongrois, hongroise",венгерский,La cuisine <b>hongroise</b>.,<b>Венгерская</b> кухня.,🇭🇺,adj
une toupie,волчок,Faire tourner une <b>toupie</b>.,Крутить <b>волчок</b>.,🔄,f
"comédien, comédienne",комедийный,Un talent <b>comédien</b>.,<b>Комедийный</b> талант.,🎭,adj
hétéro,натурал,Il est <b>hétéro</b>.,Он <b>натурал</b>.,👫,adj
mercenaire,наёмник,Un <b>mercenaire</b> de guerre.,Военный <b>наёмник</b>.,⚔️,m/f
un tracas,хлопоты,Les <b>tracas</b> quotidiens.,Повседневные <b>хлопоты</b>.,😫,m
une natation,плавание,Un cours de <b>natation</b>.,Урок <b>плавания</b>.,🏊,f
une psychiatrie,психиатрия,Un service de <b>psychiatrie</b>.,Отделение <b>психиатрии</b>.,🏥,f
démocrate,демократ,Un <b>démocrate</b> convaincu.,Убеждённый <b>демократ</b>.,🏛️,m/f
dévisser,откручивать,<b>Dévisser</b> un bouchon.,<b>Открутить</b> крышку.,🔧,v
un doc,документ (разг.),Passe-moi le <b>doc</b>.,Передай <b>документ</b>.,📄,m
une crevasse,трещина,Une <b>crevasse</b> dans le glacier.,<b>Трещина</b> в леднике.,🏔️,f
faste,пышный,Un jour <b>faste</b>.,<b>Пышный</b> день.,✨,m/f
une friture,жарка,De la <b>friture</b> de poisson.,<b>Жареная</b> рыба.,🐟,f
musculaire,мышечный,Une douleur <b>musculaire</b>.,<b>Мышечная</b> боль.,💪,adj
un contre-jour,контражур,Photo en <b>contre-jour</b>.,Фото в <b>контражуре</b>.,📷,m
un internat,интернат,Vivre en <b>internat</b>.,Жить в <b>интернате</b>.,🏫,m
un phono,проигрыватель,Un vieux <b>phono</b>.,Старый <b>проигрыватель</b>.,📻,m
un rétroviseur,зеркало заднего вида,Regarder dans le <b>rétroviseur</b>.,Смотреть в <b>зеркало заднего вида</b>.,🚗,m
une bavure,промашка,Une <b>bavure</b> policière.,Полицейская <b>промашка</b>.,⚠️,f
champagne,шампанский,Du vin de <b>Champagne</b>.,<b>Шампанское</b> вино.,🍾,adj
subjuguer,покорять,<b>Subjuguer</b> le public.,<b>Покорить</b> публику.,✨,v
un cactus,кактус,Un <b>cactus</b> en pot.,<b>Кактус</b> в горшке.,🌵,m
un carbone,углерод,L'empreinte <b>carbone</b>.,Углеродный <b>след</b>.,🌍,m
une effigie,изображение,Une <b>effigie</b> du roi.,<b>Изображение</b> короля.,👑,f
un prédécesseur,предшественник,Mon <b>prédécesseur</b> au poste.,Мой <b>предшественник</b> на посту.,👤,m
une sonorité,звучание,La <b>sonorité</b> de la guitare.,<b>Звучание</b> гитары.,🎸,f
"ensanglanté, ensanglantée",окровавленный,Un visage <b>ensanglanté</b>.,<b>Окровавленное</b> лицо.,🩸,adj
une raquette,ракетка,Une <b>raquette</b> de tennis.,Теннисная <b>ракетка</b>.,🎾,f
une verrière,стеклянная крыша,Une grande <b>verrière</b>.,Большая <b>стеклянная крыша</b>.,🏛️,f
couchant,заходящий,Le soleil <b>couchant</b>.,<b>Заходящее</b> солнце.,🌅,adj
un récipient,сосуд,Un <b>récipient</b> en verre.,Стеклянный <b>сосуд</b>.,🫙,m
une cuite,опьянение,Prendre une <b>cuite</b>.,Напиться.,🍺,f
vigile,охранник,Le <b>vigile</b> de nuit.,Ночной <b>охранник</b>.,💂,m/f
un contentement,удовлетворение,Un <b>contentement</b> profond.,Глубокое <b>удовлетворение</b>.,😊,m
une prédécesseure,предшественница,Ma <b>prédécesseure</b>.,Моя <b>предшественница</b>.,👩,f
un transistor,транзистор,Un poste <b>transistor</b>.,<b>Транзисторный</b> приёмник.,📻,m
un parvis,паперть,Le <b>parvis</b> de l'église.,<b>Паперть</b> церкви.,⛪,m
une pommade,мазь,Appliquer une <b>pommade</b>.,Нанести <b>мазь</b>.,💊,f
geindre,ныть,<b>Geindre</b> sans cesse.,<b>Ныть</b> без конца.,😢,v
"incohérent, incohérente",бессвязный,Un discours <b>incohérent</b>.,<b>Бессвязная</b> речь.,🤔,adj
un bikini,бикини,Porter un <b>bikini</b>.,Носить <b>бикини</b>.,👙,m
un décolleté,декольте,Un <b>décolleté</b> plongeant.,Глубокое <b>декольте</b>.,👗,m
un projectile,снаряд,Un <b>projectile</b> a été tiré.,<b>Снаряд</b> был выпущен.,💣,m
une félicité,счастье,Une <b>félicité</b> parfaite.,Полное <b>счастье</b>.,😇,f
